parent_lei,parent_name,child_lei,child_name,child_company_number,relationship_type,in_downloaded_corpus
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900WWCC7ULAROD736,DB CARGO INTERNATIONAL LIMITED,03232475,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900Y5NSPEDARH2409,ARRIVA TRAINS WALES/TRENAU ARRIVA CYMRU LIMITED,04337645,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,549300BNM888CQIEQR23,ARRIVA PASSENGER SERVICES PENSION TRUSTEES LIMITED,02557729,IS_DIRECTLY_CONSOLIDATED_BY,False
R0MUWSFPU8MPRO8K5P83,BNP PARIBAS,2138006I5UDWHN1DBJ37,BNP PUK HOLDING LIMITED,02028843,IS_DIRECTLY_CONSOLIDATED_BY,False
R0MUWSFPU8MPRO8K5P83,BNP PARIBAS,213800KT15HFNQBALZ91,BNP PARIBAS TRUST CORPORATION UK LIMITED,04042668,IS_DIRECTLY_CONSOLIDATED_BY,False
R0MUWSFPU8MPRO8K5P83,BNP PARIBAS,213800PJLTLCT24YAQ62,HAREWOOD HELENA 1 LIMITED,06599631,IS_DIRECTLY_CONSOLIDATED_BY,False
R0MUWSFPU8MPRO8K5P83,BNP PARIBAS,213800VEJZZUBKR24O07,BNP PARIBAS NET LIMITED,01557788,IS_DIRECTLY_CONSOLIDATED_BY,False
R0MUWSFPU8MPRO8K5P83,BNP PARIBAS,529900TWF4TMWZ4JU335,CREATION FINANCIAL SERVICES LIMITED,01091883,IS_DIRECTLY_CONSOLIDATED_BY,False
R0MUWSFPU8MPRO8K5P83,BNP PARIBAS,529900VJR3QFYSWUGQ82,BNP PARIBAS COMMERCIAL FINANCE LIMITED,02713317,IS_DIRECTLY_CONSOLIDATED_BY,False
R0MUWSFPU8MPRO8K5P83,BNP PARIBAS,8YS0IK21TYOY3WE1Y649,BNP PARIBAS ASSET MANAGEMENT UK LIMITED,02474627,IS_DIRECTLY_CONSOLIDATED_BY,False
529900PM64WH8AF1E917,BASF SE,5299000TO5E4Z4ZM5844,BASF AGRICULTURAL SPECIALITIES LIMITED,01639557,IS_DIRECTLY_CONSOLIDATED_BY,False
529900PM64WH8AF1E917,BASF SE,5299008F8UHL979SBN20,CHEMETALL LIMITED,00252864,IS_DIRECTLY_CONSOLIDATED_BY,False
529900PM64WH8AF1E917,BASF SE,529900A9NIYR2QY8GP86,BASF PUBLIC LIMITED COMPANY,00667980,IS_DIRECTLY_CONSOLIDATED_BY,False
529900PM64WH8AF1E917,BASF SE,529900D05BXKNTRIQQ98,CHEMETALL INDIA COMPANY LIMITED,01047379,IS_DIRECTLY_CONSOLIDATED_BY,False
529900PM64WH8AF1E917,BASF SE,529900KM9P8NRW14J333,BASF COATINGS UK LIMITED,15335014,IS_DIRECTLY_CONSOLIDATED_BY,False
529900PM64WH8AF1E917,BASF SE,529900S55FTLP9VRBJ56,BASF PHARMA (CALLANISH) LIMITED,05507387,IS_DIRECTLY_CONSOLIDATED_BY,False
529900PM64WH8AF1E917,BASF SE,529900TPCC7W5EWF3X67,BECKER-UNDERWOOD (UK) LIMITED,04045262,IS_DIRECTLY_CONSOLIDATED_BY,False
529900PM64WH8AF1E917,BASF SE,529900X6XD4BJALSP941,A.M. CRAIG LIMITED,00471846,IS_DIRECTLY_CONSOLIDATED_BY,False
529900PM64WH8AF1E917,BASF SE,549300NKFOI0ALVCTS33,BASF METAL FORWARDS LIMITED,03101215,IS_DIRECTLY_CONSOLIDATED_BY,False
529900PM64WH8AF1E917,BASF SE,549300U74XN4M2HMDP63,BASF METALS RECYCLING LIMITED,00933890,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,2138001OWTUWHWL62506,CARDNET MERCHANT SERVICES LIMITED,00735844,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,2138001UFXVDGMVOYE70,LLOYDS BANKING GROUP PENSIONS TRUSTEES LIMITED,09919377,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,21380024UGD1Y1F2BY86,HALIFAX PENSION NOMINEES LIMITED,01594721,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,2138002H4PLNENRY4B76,LLOYDS BANK TRUSTEE SERVICES LIMITED,03002817,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,21380038DCP45OUBDB08,LBCF LIMITED,01761573,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,2138003KGVWNVO31MD63,LLOYDS (NIMROD) SPECIALIST FINANCE LIMITED,02353803,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,2138003O8MK58J3RCN48,LB HEALTHCARE TRUSTEE LIMITED,04980220,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,2138003SYYEOPJ42VE77,WARD NOMINEES (ABINGDON) LIMITED,02520929,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,21380043J5BY1FZKXK23,GRESHAM RECEIVABLES (NO. 34) UK LIMITED,07807235,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,2138004QFJO4M2STF145,LLOYDS GENERAL LEASING LIMITED,02520898,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800589JT3O7S6PM20,RETAIL REVIVAL (BURGESS HILL) INVESTMENTS LIMITED,03043825,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,2138005CDSNRAFWRWY34,LLOYDS BANK CORPORATE ASSET FINANCE (NO. 3) LIMITED,04839393,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,2138005I3DNR2DCLRB46,A G FINANCE LIMITED,01923956,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,2138005IITHR3XLQSG70,EUROLEAD SERVICES HOLDINGS LIMITED,04050949,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,21380063NHXPX56NSP40,LLOYDS BANK PENSION ABCS (NO 1) LLP,OC350022,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,2138006NFYBODC56MI56,LLOYDS ASSET LEASING LIMITED,02065463,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,21380076S9G9G5GO8G18,LLOYDS BANK GENERAL LEASING (NO. 5) LIMITED,05148101,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,2138008GBUWKR84LI909,THE HUAL CAROLITA LIMITED PARTNERSHIP,LP005912,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,2138008KIJB17LKD8V94,LLOYDS BANK LEASING LIMITED,01004792,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,2138008M3NT1HRNQBQ25,LEX AUTOLEASE LIMITED,01090741,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,2138008PQYLJ2GK6J753,UNITED DOMINIONS TRUST LIMITED,00184739,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,2138008UXJZAK9L5PE86,BLACK HORSE LIMITED,00661204,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,21380097PEC5B2TMET57,LLOYDS BANK (COLONIAL & FOREIGN) NOMINEES LIMITED,00179491,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,2138009O58DNNXA3Q591,LEX AUTOLEASE (CH) LIMITED,02528691,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,2138009Q9H5NS33EBR60,CHELTENHAM & GLOUCESTER PLC,02299428,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800A8OJXV3VAY1F65,PROTON FINANCE LIMITED,00519068,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800AFU9OT57FX5F77,HAMSARD 3352 LIMITED,09257269,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800AYP76H6GGB1F69,LLOYDS BANK COMMERCIAL FINANCE LIMITED,00733011,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800B1Z32XM8GG8Q14,LLOYDS BANK MARITIME LEASING (NO. 10) LIMITED,04440166,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800B5SFRU7D6MME50,LLOYDS BANK GENERAL LEASING (NO. 3) LIMITED,05148088,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800B9GIBEU6JM4B82,GRESHAM NOMINEE 2 LIMITED,04336799,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800BJGLVZQY79EC32,LLOYDS BANK FINANCIAL SERVICES (HOLDINGS) LIMITED,01397437,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800BQOW8UW98DBE57,BLACK HORSE FINANCE HOLDINGS LIMITED,03853896,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800BZB7ULHAV4IZ02,LLOYDS BANK PROPERTY COMPANY LIMITED,00747129,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800C1PWYVQC1ENH67,GRESHAM RECEIVABLES (NO.45) UK LIMITED,10261592,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800C7LX7XF9FNFZ07,GRESHAM RECEIVABLES (NO.36) UK LIMITED,08494320,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800D5S7AP7GJWTI81,UNITED DOMINIONS LEASING LIMITED,00824614,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800DSCRLWBGYYCW47,LLOYDS UDT LIMITED,00216649,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800DTRGUWLTYXAC62,GRESHAM RECEIVABLES (NO.40) UK LIMITED,09809786,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800E67LKVRPBSMC75,LLOYDS BANK S.F. NOMINEES LIMITED,00312901,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800E9B98TPVM71X21,GRESHAM RECEIVABLES (NO.48) UK LIMITED,11632682,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800EGZZEBB7BROV68,GRESHAM RECEIVABLES (NO. 32) UK LIMITED,07805880,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800EN8ZE6HAU3KC44,LLOYDS INDUSTRIAL LEASING LIMITED,01387402,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800EP51TCNXZLRQ50,GRESHAM RECEIVABLES (NO.27) UK LIMITED,07404978,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800EZ349R9MTMEG29,R.F. SPENCER AND COMPANY LIMITED,01892694,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800F6SXR1JN8B1527,AQUILUS LIMITED,06314051,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800FGULDW449ENT36,ALEX LAWRIE FACTORS LIMITED,01003815,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800FJK5E2U65Z1P50,LLOYDS BANK CORPORATE ASSET FINANCE (NO. 4) LIMITED,04839397,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800FK1IWZRM9FEC84,SUZUKI FINANCIAL SERVICES LIMITED,03015566,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800FRI978XP6HTZ13,LLOYDS BANK COVERED BONDS LLP,OC340094,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800GHR1DZZDZC2U17,LBI LEASING LIMITED,00747346,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800GY4V2A571PUG20,LOTUS FINANCE LIMITED,03266110,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800H4HDHFRMC34C32,LLOYDS BANK (I.D.) NOMINEES LIMITED,00433171,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800HMXQY1MEJ7ZD62,INTERNATIONAL MOTORS FINANCE LIMITED,02956040,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800HS45M73TS3AR98,LLOYDS PLANT LEASING LIMITED,02049526,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800HXU1UPN48YSA60,CONQUEST SECURITIES LIMITED,01580616,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800I1CG6SWACJVR48,VOCALINK HOLDINGS LIMITED,06119036,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800IEUAIVRHXK6W82,SAVBAN LEASING LIMITED,01567751,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800IF6P8WCFYJZU72,LLOYDS UDT LEASING LIMITED,00665240,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800IMPUY58OLYYQ84,RANELAGH NOMINEES LIMITED,00293241,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800IYUCY8XJ4WS867,GRESHAM RECEIVABLES (NO.47) UK LIMITED,10986000,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800J739XIOI4UTO34,CALENDULA III LP,SL015207,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800J9Y7Z7DTZIN773,LLOYDS BANK EQUIPMENT LEASING (NO. 7) LIMITED,04440298,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800JAL6TI1QEQRF88,THE AGRICULTURAL MORTGAGE CORPORATION PLC,00234742,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800JJ97CGWLDPSL93,WOOD STREET LEASING LIMITED,01132261,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800JJQNIRZ3UL7436,HILL SAMUEL LEASING CO. LIMITED,00938603,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800KEGD3741IIJ322,LLOYDS BANK EQUIPMENT LEASING (NO. 9) LIMITED,04440277,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800KGI9VHJ2G62256,SHOGUN FINANCE LIMITED,01963821,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800LHNKAETY2W2H92,ACL AUTOLEASE HOLDINGS LIMITED,03674114,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800LK5IBC1IV78105,BLACK HORSE (TRF) LIMITED,03845557,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800N37X6ROKLGW307,HEIDI FINANCE HOLDINGS (UK) LIMITED,01212279,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800NC1V3EFJYTCO23,BIRCHCROWN FINANCE LIMITED,01583334,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800NSSR3JWH39VU13,BLACK HORSE GROUP LIMITED,02498806,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800NUJXDXSKF7AB35,LLOYDS BANK PENSION ABCS (NO 2) LLP,OC350023,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800OWG4X5ABSOEH56,A.C.L. LIMITED,00744977,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800P9Y5F7E9LEXJ37,GRESHAM NOMINEE 1 LIMITED,04336802,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800PK8KDPQBTA8342,HYUNDAI CAR FINANCE LIMITED,02160191,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800PYTCRTZHHXAL54,MARITIME LEASING (NO. 19) LIMITED,05017378,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800R7BY8645S52638,LEX AUTOLEASE CARSELECT LIMITED,02849105,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800RZGAIJHBVKVR67,LLOYDS LEASING (NORTH SEA TRANSPORT) LIMITED,01107543,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800S4V4Q3NFVVBM96,LONDON TAXI FINANCE LIMITED,02141786,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800SP78ZUXB266L33,LLOYDS BANK CORPORATE ASSET FINANCE (HP) LIMITED,04839408,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800SXC8KEOT7ENY74,LLOYDS (GRESHAM) LIMITED,01089268,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800T7KFZ6R8QRNQ95,LLOYDS PORTFOLIO LEASING LIMITED,02366518,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800TBZHMZ6ND4CC76,AMBERDATE LIMITED,02574129,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800UQRZ2EJ993RN77,PERRY NOMINEES LIMITED,02338157,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800V1X5RZTFEMOR06,HAMSARD 3353 LIMITED,09257308,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800V9MRYIR26WZC81,CASHFRIDAY LIMITED,02557171,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800VGPVZEIRT3FD24,LLOYDS BANK LEASING (NO. 6) LIMITED,05148211,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800WNMENTGS1JPL42,GRESHAM RECEIVABLES (NO.13) UK LIMITED,05945382,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800WNUBYQVYTXL868,ALEX. LAWRIE RECEIVABLES FINANCING LIMITED,00987840,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800X8T7VKMOU95S40,HVF LIMITED,02238952,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800Y6IDSEQW5L9760,DUNSTAN INVESTMENTS (UK) LIMITED,05890451,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800Y7EOQPLUULSV51,LLOYDS BANK CORPORATE ASSET FINANCE (NO. 2) LIMITED,04839361,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800Z8S22PDYO96L22,LLOYDS PROJECT LEASING LIMITED,01280300,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800ZB55NJEF2VKX43,LLOYDS BANK NOMINEES LIMITED,00981600,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800ZEMRROT651IE19,HILL SAMUEL FINANCE LIMITED,01580252,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800ZHQHSLXKE8UP16,LLOYDS BANK ASSET FINANCE LIMITED,00615235,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800ZIMX1FNQERMM02,BOLTRO NOMINEES LIMITED,03718756,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800ZPYQJZYCF8D955,ALCHEMILLA I LP,SL010070,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800ZRUJ1144GF3R56,LLOYDS BANK SUBSIDIARIES LIMITED,00117008,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,213800ZYOUG3TMK3KT25,LEX AUTOLEASE (VC) LIMITED,01428787,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,54930012F1DP3NIO7C56,CORBIERE ASSET INVESTMENTS LTD,09429655,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,549300MBRI4JXHQB1L50,PIPS ASSET INVESTMENTS LIMITED,08068457,IS_DIRECTLY_CONSOLIDATED_BY,False
H7FNTJ4851HG0EXQ1Z70,LLOYDS BANK PLC,6354006GQBBANLIO8R45,CARDIFF AUTO RECEIVABLES SECURITISATION 2024-1 PLC,15764788,IS_DIRECTLY_CONSOLIDATED_BY,False
529900VBK42Y5HHRMD23,"BlackRock, Inc.",5493002MILWZXR28TB76,BLACKROCK ASSET MANAGEMENT INVESTOR SERVICES LIMITED,02793079,IS_DIRECTLY_CONSOLIDATED_BY,False
529900VBK42Y5HHRMD23,"BlackRock, Inc.",5493004SGW9YX3JHBL20,BLACKROCK UK (BETA) LIMITED,10264412,IS_DIRECTLY_CONSOLIDATED_BY,False
529900VBK42Y5HHRMD23,"BlackRock, Inc.",5493004Y7H5NH3JK6881,BLACKROCK UK HOLDCO LIMITED,01550489,IS_DIRECTLY_CONSOLIDATED_BY,False
529900VBK42Y5HHRMD23,"BlackRock, Inc.",549300976S9FZQSLJL06,BLACKROCK UK 2 LLP,OC371080,IS_DIRECTLY_CONSOLIDATED_BY,False
529900VBK42Y5HHRMD23,"BlackRock, Inc.",5493009JCH7XO1GXR716,BLACKROCK FINANCE EUROPE LIMITED,07075607,IS_DIRECTLY_CONSOLIDATED_BY,False
529900VBK42Y5HHRMD23,"BlackRock, Inc.",549300BQQY26AKRDWS06,BLACKROCK UK A LLP,OC399377,IS_DIRECTLY_CONSOLIDATED_BY,False
529900VBK42Y5HHRMD23,"BlackRock, Inc.",549300DNMJKZFC0LMX57,BLACKROCK GROUP LIMITED,00951043,IS_DIRECTLY_CONSOLIDATED_BY,False
529900VBK42Y5HHRMD23,"BlackRock, Inc.",549300EVLJ8QEV5EDY50,BLACKROCK PENSIONS LIMITED,02348841,IS_DIRECTLY_CONSOLIDATED_BY,False
529900VBK42Y5HHRMD23,"BlackRock, Inc.",549300FELVLYD7N20726,BLACKROCK UK HOLDCO 2 LIMITED,11946039,IS_DIRECTLY_CONSOLIDATED_BY,False
529900VBK42Y5HHRMD23,"BlackRock, Inc.",549300FG7N8PPBL7CA97,EFRONT LTD,03650489,IS_DIRECTLY_CONSOLIDATED_BY,False
529900VBK42Y5HHRMD23,"BlackRock, Inc.",549300G1L71URGQBIF24,BLACKROCK FINCO UK LTD,05853856,IS_DIRECTLY_CONSOLIDATED_BY,False
529900VBK42Y5HHRMD23,"BlackRock, Inc.",549300HQCTVA2RJNC138,BLACKROCK LIFE LIMITED,02223202,IS_DIRECTLY_CONSOLIDATED_BY,False
529900VBK42Y5HHRMD23,"BlackRock, Inc.",549300HWJ27O6H2DYJ12,BLACKROCK UK 3 LLP,OC371085,IS_DIRECTLY_CONSOLIDATED_BY,False
529900VBK42Y5HHRMD23,"BlackRock, Inc.",549300J1FW04J8B6P742,BLACKROCK UK (ALPHA) LIMITED,10256728,IS_DIRECTLY_CONSOLIDATED_BY,False
